PRODUCT NAME,HSN CODE,UOM,MRP,COST,GST,RETAIL,WHOLESALE,SUPPLIER,RACK,INITIAL STK,STATUS
LLD5576 AUTO,9405,PC,0,1150,18%,1725,1610, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LLD5577 AUTO,9405,PC,0,2400,18%,3600,3360, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
8146 WOODEN HANGING,9405,PC,0,695,18%,1042,973, LIGHT AND LIGHT STRIKER ,,1,AVAILABLE
9805 WOODEN HANGING,9405,PC,0,695,18%,1042,973, LIGHT AND LIGHT STRIKER ,,1,AVAILABLE
C1057 CEILING LIGHT 400MM,9405,PC,0,790,18%,1185,1106, LIGHT AND LIGHT STRIKER ,,1,AVAILABLE
C613 CEILING LIGHT 500MM,9405,PC,0,1790,18%,2685,2506, LIGHT AND LIGHT STRIKER ,,1,AVAILABLE
"L&T 111 GATE LITE 6"" (BK - SS)",9405,PC,0,216,18%,324,302, LIGHT AND LIGHT STRIKER ,,1,AVAILABLE
"L&T 114 BLK MILKY 8"" GATELIGHT",9405,PC,0,405,18%,607,567, LIGHT AND LIGHT STRIKER ,,1,AVAILABLE
L&T 2021 CFG GATELITE E27 ROUND,9405,PC,0,865,18%,1297,1211, LIGHT AND LIGHT STRIKER ,,1,AVAILABLE
L&T 2026S ANT GATE LIGHT,9405,PC,0,460,18%,690,644, LIGHT AND LIGHT STRIKER ,,1,AVAILABLE
L&T 2129 BKG GATELITE E27,9405,PC,0,500,18%,750,700, LIGHT AND LIGHT STRIKER ,,1,AVAILABLE
L&T 2206 RINCAL MEDIUM GATE LIGHT,9405,PC,0,650,18%,975,910, LIGHT AND LIGHT STRIKER ,,1,AVAILABLE
"L&T 320 PVC 8"" GATELIGHT",9405,PC,0,218,18%,327,305, LIGHT AND LIGHT STRIKER ,,1,AVAILABLE
"L&T 320SS 8"" GATELIGHT",9405,PC,0,288,18%,431,403, LIGHT AND LIGHT STRIKER ,,1,AVAILABLE
L&T 6635BIG/BKG ANTIQUE,9405,PC,0,850,18%,1275,1190, LIGHT AND LIGHT STRIKER ,,1,AVAILABLE
L&T 6692 SMALL/BKG GATELITE E27,9405,PC,0,612,18%,918,857, LIGHT AND LIGHT STRIKER ,,1,AVAILABLE
"L&T 8"" UB CLEAR YELLOW GATE LITE",9405,PC,0,147,18%,220,206, LIGHT AND LIGHT STRIKER ,,1,AVAILABLE
"L&T 8"" UB MILKY GATE LITE",9405,PC,0,145,18%,218,203, LIGHT AND LIGHT STRIKER ,,1,AVAILABLE
L&T GATELITE DUPLEX MINI,9405,PC,0,300,18%,450,420, LIGHT AND LIGHT STRIKER ,,1,AVAILABLE
L&T GATELITE HURRICANE SMALL,9405,PC,0,315,18%,472,441, LIGHT AND LIGHT STRIKER ,,1,AVAILABLE
L&T GL8085 E27 BULB GATE LITE,9405,PC,0,305,18%,457,427, LIGHT AND LIGHT STRIKER ,,1,AVAILABLE
L&T HURRICANE GATELITE BIG,9405,PC,0,495,18%,743,693, LIGHT AND LIGHT STRIKER ,,1,AVAILABLE
L&T NIVI GATE LIGHT,9405,PC,0,225,18%,338,316, LIGHT AND LIGHT STRIKER ,,1,AVAILABLE
L&T VICTORIA B22 GATE LIGHT,9405,PC,0,368,18%,552,515, LIGHT AND LIGHT STRIKER ,,1,AVAILABLE
PLITE 2602CL,9405,PC,0,2100,18%,3150,2940, LIGHT AND LIGHT STRIKER ,,1,AVAILABLE
PLITE 2608CL - 2609CL,9405,PC,0,1750,18%,2625,2450, LIGHT AND LIGHT STRIKER ,,1,AVAILABLE
PLITE ROTATE XL2100 XL2109,9405,PC,0,500,18%,750,700, LIGHT AND LIGHT STRIKER ,,1,AVAILABLE
"KAVERI 4"" HEX ANT TOWER BOLT",8302,PC,0,80,18%,116,108, MARUTHI HARDWARES ,,1,AVAILABLE
"KAVERI 4"" TIE DISPLAY HOOK",8302,PC,0,14,18%,20,19, MARUTHI HARDWARES ,,1,AVAILABLE
"KAVERI 6"" OHM HALF ROUND HANDLE OM",8302,PC,0,850,18%,1232,1147, MARUTHI HARDWARES ,,1,AVAILABLE
"KAVERI 6"" TIE DISPLAY HOOK",8302,PC,0,16,18%,23,22, MARUTHI HARDWARES ,,1,AVAILABLE
"KAVERI 8"" GANESH AB HANDLE",8302,PC,0,1100,18%,1595,1485, MARUTHI HARDWARES ,,1,AVAILABLE
"KAVERI 8"" HEX ANT TOWER BOLT",8302,PC,0,160,18%,232,216, MARUTHI HARDWARES ,,1,AVAILABLE
MP-118 MOVING MOHAN WHEEL,8302,PC,0,232,18%,336,313, MARUTHI HARDWARES ,,1,AVAILABLE
JNL FLOWER PUSHPA CK285/6 RGB,9405,PC,0,430,18%,645,602, MILLION LIGHT ,,1,AVAILABLE
"1001-MANISH 10"" R/G-BLK HANDLE",8302,PC,0,190,18%,275,256, NARESH LOCK HOUSE ,,1,AVAILABLE
"1001-MANISH 12"" R/G-BLK HANDLE",8302,PC,0,228,18%,331,308, NARESH LOCK HOUSE ,,1,AVAILABLE
"1001-MANISH 18"" R/G-BLK HANDLE",8302,PC,0,342,18%,496,462, NARESH LOCK HOUSE ,,1,AVAILABLE
"1001-MANISH 24"" R/G-BLK HANDLE",8302,PC,0,456,18%,661,616, NARESH LOCK HOUSE ,,1,AVAILABLE
"1001-MANISH 36"" R/G-BLK HANDLE",8302,PC,0,684,18%,992,923, NARESH LOCK HOUSE ,,1,AVAILABLE
"1001-MANISH 4"" R/G-BLK HANDLE",8302,PC,0,76,18%,110,103, NARESH LOCK HOUSE ,,1,AVAILABLE
"1001-MANISH 6"" R/G-BLK HANDLE",8302,PC,0,114,18%,165,154, NARESH LOCK HOUSE ,,1,AVAILABLE
"1001-MANISH 8"" R/G-BLK HANDLE",8302,PC,0,152,18%,220,205, NARESH LOCK HOUSE ,,1,AVAILABLE
"ROUND PIPE 1"" HEAVY 12FT",7304,PC,0,290,18%,421,392, NARESH LOCK HOUSE ,,1,AVAILABLE
"ROUND PIPE 3/4"" HEAVY 12FT",8302,PC,0,220,18%,319,297, NARESH LOCK HOUSE ,,1,AVAILABLE
17MM PROFILE F102-CONC-OMSAI,9405,PC,0,25,18%,37,35, OM SAI RAM LIGHTS ,,1,AVAILABLE
25MM PROFILE CONC-OMSAI,9405,PC,0,52,18%,78,73, OM SAI RAM LIGHTS ,,1,AVAILABLE
JNL GANAPATHI GANESH-305,9405,PC,0,450,18%,675,630, OM SAI RAM LIGHTS ,,1,AVAILABLE
JNL MASHA ALLAH-309,9405,PC,0,540,18%,810,756, OM SAI RAM LIGHTS ,,1,AVAILABLE
JNL MASHA ALLAH-324,9405,PC,0,440,18%,660,616, OM SAI RAM LIGHTS ,,1,AVAILABLE
OM SAI 120LED STRIP NONWARRANTY(MTR),9405,PC,0,16,18%,24,22, OM SAI RAM LIGHTS ,,1,AVAILABLE
OM SAI 320LED COB STRIP-12V(10AMP-10MTR),9405,PC,0,500,18%,750,700, OM SAI RAM LIGHTS ,,1,AVAILABLE
OM SAI 32STEP CONTROLLER,9405,PC,0,900,18%,1350,1260, OM SAI RAM LIGHTS ,,1,AVAILABLE
OM SAI 5W WP STRICKER,9405,PC,0,60,18%,90,84, OM SAI RAM LIGHTS ,,1,AVAILABLE
"OM SAI 9""DUPLEX",9405,PC,0,240,18%,360,336, OM SAI RAM LIGHTS ,,1,AVAILABLE
OM SAI CUBE CLEAR,9405,PC,0,575,18%,862,805, OM SAI RAM LIGHTS ,,1,AVAILABLE
OM SAI CUBE MILKY,9405,PC,0,525,18%,787,735, OM SAI RAM LIGHTS ,,1,AVAILABLE
OM SAI DIRECT 220V 240LED STRIP (MTR),9405,PC,0,48,18%,72,67, OM SAI RAM LIGHTS ,,1,AVAILABLE
PAKSH 120LED STRIP WARRANTY(MTR),9405,PC,0,30,18%,45,42, OM SAI RAM LIGHTS ,,1,AVAILABLE
PL-776 6W BK+RG 3IN1 (MDU) MIRROR LITE,9405,PC,0,513,18%,769,718, OM SAI RAM LIGHTS ,,1,AVAILABLE
Q-228-AB DOOR LOCK,8301,PC,2420,1571,18%,2277,2120, P.R.ENTERPRISES ,,1,AVAILABLE
Q-244-JBM,8301,PC,4940,3206,18%,4649,4328, P.R.ENTERPRISES ,,1,AVAILABLE
Q-258-ABM(VALLIANT),8301,PC,3235,2100,18%,3044,2834, P.R.ENTERPRISES ,,1,AVAILABLE
Q-5002-OR-ABM/W,8301,PC,3850,2499,18%,3623,3373, P.R.ENTERPRISES ,,1,AVAILABLE
"QUBA 12"" WHEEL SET",8302,PC,400,174,18%,252,235, P.R.ENTERPRISES ,,1,AVAILABLE
"QUBA 14"" WHEEL SET",8302,PC,470,203,18%,294,274, P.R.ENTERPRISES ,,1,AVAILABLE
"QUBA 16"" WHEEL SET",8302,PC,535,224,18%,325,302, P.R.ENTERPRISES ,,1,AVAILABLE
"QUBA 18"" WHEEL SET",8302,PC,600,252,18%,365,340, P.R.ENTERPRISES ,,1,AVAILABLE
"QUBA 20"" WHEEL SET",8302,PC,670,290,18%,421,392, P.R.ENTERPRISES ,,1,AVAILABLE
QUBA Q-223-IV DOOR LOCK,8301,PC,1220,792,18%,1148,1069, P.R.ENTERPRISES ,,1,AVAILABLE
QUBA Q-223-SS DOOR LOCK,8301,PC,1460,948,18%,1374,1279, P.R.ENTERPRISES ,,1,AVAILABLE
QUBA Q-224 NIGHT LATCH DEAD LOCK 2SIDE KEY,8301,PC,1265,821,18%,1190,1108, P.R.ENTERPRISES ,,1,AVAILABLE
QUBA Q-235-JBM LOCK,8301,PC,10655,6915,18%,10027,9335, P.R.ENTERPRISES ,,1,AVAILABLE
QUBA Q-240-ABM TRIDENT DEAD LOCK,8301,PC,5055,3281,18%,4757,4429, P.R.ENTERPRISES ,,1,AVAILABLE
QUBA Q-244-RG TRIDENT DEAD LOCK,8301,PC,5340,3466,18%,5025,4679, P.R.ENTERPRISES ,,1,AVAILABLE
QUBA Q-254-AB DOOR LOCK,8301,PC,2600,1687,18%,2447,2278, P.R.ENTERPRISES ,,1,AVAILABLE
QUBA Q-256-AB DOOR LOCK,8301,PC,3350,2174,18%,3153,2935, P.R.ENTERPRISES ,,1,AVAILABLE
QUBA Q-457-10KK-ABM/GP,8301,PC,3950,2564,18%,3717,3461, P.R.ENTERPRISES ,,1,AVAILABLE
QUBA Q-457-10KK-SS/CP,8301,PC,3750,2434,18%,3529,3286, P.R.ENTERPRISES ,,1,AVAILABLE
QUBA Q-458-10KK-ABM/GP,8301,PC,4120,2674,18%,3877,3610, P.R.ENTERPRISES ,,1,AVAILABLE
QUBA Q-459-10KK-ABM/GP,8301,PC,3730,2045,18%,2966,2761, P.R.ENTERPRISES ,,1,AVAILABLE
QUBA Q-807-KY-AB LOCK,8301,PC,1540,999,18%,1449,1349, P.R.ENTERPRISES ,,1,AVAILABLE
QUBA Q-807-KY-GP LOCK,8301,PC,1740,1129,18%,1637,1525, P.R.ENTERPRISES ,,1,AVAILABLE
QUBA Q-807-KY-JBM LOCK,8301,PC,1740,1129,18%,1637,1525, P.R.ENTERPRISES ,,1,AVAILABLE
QUBA Q-807-KY-RG LOCK,8301,PC,1740,1129,18%,1637,1525, P.R.ENTERPRISES ,,1,AVAILABLE
QUBA Q-808-08KK-SSM LOCK,8301,PC,2280,1480,18%,2146,1998, P.R.ENTERPRISES ,,1,AVAILABLE
QUBA Q-809-08KK-AB LOCK,8301,PC,2360,1532,18%,2221,2068, P.R.ENTERPRISES ,,1,AVAILABLE
QUBA Q-810-08KK-AB LOCK,8301,PC,2360,1532,18%,2221,2068, P.R.ENTERPRISES ,,1,AVAILABLE
QUBA Q-810-08KK-SSM LOCK,8301,PC,2280,1480,18%,2146,1998, P.R.ENTERPRISES ,,1,AVAILABLE
DHARAM L-BET DOUBLE LITE,8302,PC,0,6,18%,10,8, ROSE HARDWARES ,,1,AVAILABLE
DHARAM L-BET SINGLE LITE,8302,PC,0,3,18%,5,4, ROSE HARDWARES ,,1,AVAILABLE
"ROSE MARBLE TOWER BOLT 4"" SS",8302,PC,0,36,18%,52,49, ROSE HARDWARES ,,1,AVAILABLE
TCS 0 CRANK NORMAL,8302,PC,0,28,18%,58,42, ROSE HARDWARES ,,1,AVAILABLE
TCS 0 CRANK SOFTCLOSE,8302,PC,0,65,18%,125,85, ROSE HARDWARES ,,1,AVAILABLE
PP-FLUTED GL502,3925,PC,0,370,18%,659,555, ROSHAN CEILING  IMPEX ,,1,AVAILABLE
PP-FLUTED GL-506,3925,PC,0,370,18%,659,555, ROSHAN CEILING  IMPEX ,,1,AVAILABLE
PP-FLUTED W502,3925,PC,0,340,18%,605,510, ROSHAN CEILING  IMPEX ,,1,AVAILABLE
PP-FLUTED W506,3925,PC,0,340,18%,605,510, ROSHAN CEILING  IMPEX ,,1,AVAILABLE
PP-FLUTED W507,3925,PC,0,340,18%,605,510, ROSHAN CEILING  IMPEX ,,1,AVAILABLE
PP-FLUTED W510,3925,PC,0,340,18%,605,510, ROSHAN CEILING  IMPEX ,,1,AVAILABLE
PP-FLUTED W525,3925,PC,0,340,18%,605,510, ROSHAN CEILING  IMPEX ,,1,AVAILABLE
WPC LOUVER 9.5FT*6INCH ROSHAN,3925,PC,0,340,18%,605,510, ROSHAN CEILING  IMPEX ,,1,AVAILABLE
JNL T88 RGB,9405,PC,0,680,18%,986,918, JAY LIGHTS ,,1,AVAILABLE
JNL T88 WW,9405,PC,0,610,18%,884,823, JAY LIGHTS ,,1,AVAILABLE
JNL W88 WW,9405,PC,0,610,18%,884,823, JAY LIGHTS ,,1,AVAILABLE
STURLITE 20W EMERGENCY BATTEN 4FEET,9405,PC,0,471,18%,684,637, ROYAL ELECTRICALS ,,1,AVAILABLE
STURLITE AURORA 50W BULB WH,9405,PC,0,332,18%,482,448, ROYAL ELECTRICALS ,,1,AVAILABLE
STURLITE AURORA 50W BULB WW,9405,PC,0,344,18%,498,464, ROYAL ELECTRICALS ,,1,AVAILABLE
STURLITE CIVIC 3IN1 BATTEN,9405,PC,0,254,18%,369,343, ROYAL ELECTRICALS ,,1,AVAILABLE
STURLITE CRISSA 1FEET BATTEN-6W,9405,PC,0,86,18%,125,116, ROYAL ELECTRICALS ,,1,AVAILABLE
STURLITE CRISSA 2FEET BATTEN-12W,9405,PC,0,103,18%,149,138, ROYAL ELECTRICALS ,,1,AVAILABLE
STURLITE DYSEN 24W STREET LITE,9405,PC,0,424,18%,615,573, ROYAL ELECTRICALS ,,1,AVAILABLE
STURLITE DYSEN 36W STREET LITE,9405,PC,0,609,18%,883,822, ROYAL ELECTRICALS ,,1,AVAILABLE
STURLITE FYRE 40W BATTEN-WH,9405,PC,0,258,18%,374,348, ROYAL ELECTRICALS ,,1,AVAILABLE
STURLITE INVERER 10W 4HR EMERGENCY,9405,PC,0,197,18%,286,266, ROYAL ELECTRICALS ,,1,AVAILABLE
STURLITE KLIN 2WAY 2820 UP DOWN,9405,PC,0,166,18%,241,224, ROYAL ELECTRICALS ,,1,AVAILABLE
STURLITE LIV 10W BULB WW,9405,PC,0,29,18%,42,39, ROYAL ELECTRICALS ,,1,AVAILABLE
STURLITE NURO 40W BATTEN-WW,9405,PC,0,373,18%,541,504, ROYAL ELECTRICALS ,,1,AVAILABLE
STURLITE NYO 15W JN-SPOT BOX WHITE,9405,PC,0,210,18%,304,283, ROYAL ELECTRICALS ,,1,AVAILABLE
STURLITE NYO 8W JN BOX WHITE,9405,PC,0,120,18%,174,162, ROYAL ELECTRICALS ,,1,AVAILABLE
STURLITE OCCO 7W CONE BOX,9405,PC,0,80,18%,116,108, ROYAL ELECTRICALS ,,1,AVAILABLE
STURLITE REX 3W 3IN1 JN BOX,9405,PC,0,80,18%,116,108, ROYAL ELECTRICALS ,,1,AVAILABLE
STURLITE REX 3W JUN LED-2025,9405,PC,0,50,18%,73,68, ROYAL ELECTRICALS ,,1,AVAILABLE
STURLITE SLIO 22W BATTEN-WW,9405,PC,0,83,18%,121,112, ROYAL ELECTRICALS ,,1,AVAILABLE
STURLITE SPRYNGS SCREW MAGNET,9405,PC,0,54,18%,78,73, ROYAL ELECTRICALS ,,1,AVAILABLE
"RRH 11""CYL BMH-1001 BRASS LOCK",8302,PC,0,1828,18%,2651,2468, RR HARDWARE AND MANUFA ,,1,AVAILABLE
RRH 6MM GLASS DOUBLE BEARING WHEEL,8302,PC,0,16,18%,23,22, RR HARDWARE AND MANUFA ,,1,AVAILABLE
"RRH 8""CYL SMH-3008 SS GLOSS LOCK",8302,PC,0,718,18%,1041,969, RR HARDWARE AND MANUFA ,,1,AVAILABLE
"RRH 8""CYL ZMH-2001 ANT-SATIN ROSE LOCK",8302,PC,0,896,18%,1299,1210, RR HARDWARE AND MANUFA ,,1,AVAILABLE
RRH CENTRE SUPPORT-HEAVY (2PC),8302,PC,0,41,18%,60,56, RR HARDWARE AND MANUFA ,,1,AVAILABLE
RRH CENTRE SUPPORT-LITE (2PC),8302,PC,0,28,18%,40,37, RR HARDWARE AND MANUFA ,,1,AVAILABLE
"RRH L-BET DOUBLE 1""",8302,PC,0,7,18%,10,9, RR HARDWARE AND MANUFA ,,1,AVAILABLE
"RRH L-BET DOUBLE 3/4""",8302,PC,0,5,18%,7,6, RR HARDWARE AND MANUFA ,,1,AVAILABLE
"RRH L-BET SINGLE 1/2""",8302,PC,0,2,18%,3,3, RR HARDWARE AND MANUFA ,,1,AVAILABLE
"RRH WALL TO WALL 1""CONCEAL(2PC)",8302,PC,0,46,18%,66,62, RR HARDWARE AND MANUFA ,,1,AVAILABLE
INV. ORITA 20W STREET LITE BULKET,6405,PC,0,350,18%,508,473, SAI KUMARAN TRADERS ,,1,AVAILABLE
15407 GATE LTE E27 BULB,9405,PC,0,735,18%,1103,1029, SHIV LIGHTS ,,1,AVAILABLE
205-1 GLASS WALL LIGHT,9405,PC,0,425,18%,637,595, SHIV LIGHTS ,,1,AVAILABLE
2093 400MM CEALING,9405,PC,0,1800,18%,2700,2520, SHIV LIGHTS ,,1,AVAILABLE
2772 WW+RGB WALL LIGHT,9405,PC,0,450,18%,675,630, SHIV LIGHTS ,,1,AVAILABLE
6105 E27 WALL LITE,9405,PC,0,280,18%,420,392, SHIV LIGHTS ,,1,AVAILABLE
614-1 GLASS WALL LIGHT,9405,PC,0,740,18%,1110,1036, SHIV LIGHTS ,,1,AVAILABLE
616-1 GLASS WALL LIGHT,9405,PC,0,812,18%,1218,1137, SHIV LIGHTS ,,1,AVAILABLE
6673-3B HL,9405,PC,0,1820,18%,2730,2548, SHIV LIGHTS ,,1,AVAILABLE
7003-9018 E27 WALL LITE,9405,PC,0,350,18%,525,490, SHIV LIGHTS ,,1,AVAILABLE
790/5+1 CEALING,9405,PC,0,2600,18%,3900,3640, SHIV LIGHTS ,,1,AVAILABLE
9016 E27 WALL LITE,9405,PC,0,350,18%,525,490, SHIV LIGHTS ,,1,AVAILABLE
9023 WALL LITE APL 9020,9405,PC,0,350,18%,525,490, SHIV LIGHTS ,,1,AVAILABLE
9675-400*400 CHANDLIER,9405,PC,0,3000,18%,4500,4200, SHIV LIGHTS ,,1,AVAILABLE
CD10425 E27 WALL,9405,PC,0,950,18%,1425,1330, SHIV LIGHTS ,,1,AVAILABLE
PL-595-12W WOODY CUBE CYLINDER,9405,PC,0,360,18%,540,504, SHIV LIGHTS ,,1,AVAILABLE
PL-597 12W BK+RG ADOR CUBE ADJUSTABLE WOODYPL-597,9405,PC,0,380,18%,570,532, SHIV LIGHTS ,,1,AVAILABLE
PL-776 6W PKW+RG 3C MIRROR LITE,9405,PC,0,380,18%,570,532, SHIV LIGHTS ,,1,AVAILABLE
PLITE PL-441/1W 1W BUTTON BK+RGD,9405,PC,0,80,18%,120,112, SHIV LIGHTS ,,1,AVAILABLE
PLITE PL-441/3W BUTTON BK+RGD,9405,PC,0,95,18%,142,133, SHIV LIGHTS ,,1,AVAILABLE
PLITE PL-767-766 ALLAHU MASHA ALLAH,9405,PC,0,320,18%,480,448, SHIV LIGHTS ,,1,AVAILABLE
XL318 XL320 200MM ROTATING,9405,PC,0,450,18%,675,630, SHIV LIGHTS ,,1,AVAILABLE
"3233-3232 MAX ROZER 8"" ANT+PVD GD",8302,PC,0,650,18%,943,878, SHRI HARI MARKETING ,,1,AVAILABLE
"8040 TOWEL RACK 24"" DELUXE ARTWILL",7324,PC,0,1320,18%,1914,1782, SHRI HARI MARKETING ,,1,AVAILABLE
9060 BR TOWEL RACK SQUARE-ARTWILL2,8302,PC,0,1070,18%,1552,1445, SHRI HARI MARKETING ,,1,AVAILABLE
ARTWILL CAPSULE 25*300 SS ANT RGD,8302,PC,0,520,18%,754,702, SHRI HARI MARKETING ,,1,AVAILABLE
ARTWILL CREZA 6PIN BLACK GOLD,8302,PC,0,264,18%,383,356, SHRI HARI MARKETING ,,1,AVAILABLE
ARTWILL CREZA 8PIN BLACK GOLD,8302,PC,0,352,18%,510,475, SHRI HARI MARKETING ,,1,AVAILABLE
ARTWILL DUCK 6PIN-ANT,8302,PC,0,246,18%,357,332, SHRI HARI MARKETING ,,1,AVAILABLE
ARTWILL DUCK 6PIN-ROSE,8302,PC,0,324,18%,470,437, SHRI HARI MARKETING ,,1,AVAILABLE
ARTWILL DUCK 6PIN-SS,8302,PC,0,192,18%,278,259, SHRI HARI MARKETING ,,1,AVAILABLE
ARTWILL DUCK 8PIN SS,8302,PC,0,224,18%,325,302, SHRI HARI MARKETING ,,1,AVAILABLE
ARTWILL FITJI DOOR STOPPER ANT,8302,PC,0,100,18%,145,135, SHRI HARI MARKETING ,,1,AVAILABLE
"ARTWILL KIA25*375MM ROSE 15""HANDLE",8302,PC,0,820,18%,1189,1107, SHRI HARI MARKETING ,,1,AVAILABLE
ARTWILL LIQUID DISPENSER-CP,7324,PC,0,370,18%,537,500, SHRI HARI MARKETING ,,1,AVAILABLE
ARTWILL LIQUID DISPENSER-GD-BLK,7324,PC,0,420,18%,609,567, SHRI HARI MARKETING ,,1,AVAILABLE
ARTWILL TESLA 3PIN W TYPE-ROSE,8302,PC,0,210,18%,305,284, SHRI HARI MARKETING ,,1,AVAILABLE
ARTWILL TESLA 4PIN W TYPE-ANT,8302,PC,0,280,18%,406,378, SHRI HARI MARKETING ,,1,AVAILABLE
ARTWILL TRUNK 6PIN ANT,8302,PC,0,168,18%,244,227, SHRI HARI MARKETING ,,1,AVAILABLE
ARTWILL TRUNK 6PIN BLACK,8302,PC,0,216,18%,313,292, SHRI HARI MARKETING ,,1,AVAILABLE
ARTWILL TRUNK 6PIN R/G,8302,PC,0,216,18%,313,292, SHRI HARI MARKETING ,,1,AVAILABLE
ARTWILL TRUNK 8PIN ANT,8302,PC,0,224,18%,325,302, SHRI HARI MARKETING ,,1,AVAILABLE
ARTWILL TRUNK 8PIN BLACK,8302,PC,0,288,18%,417,389, SHRI HARI MARKETING ,,1,AVAILABLE
ARTWILL TRUNK 8PIN R/G,8302,PC,0,288,18%,417,389, SHRI HARI MARKETING ,,1,AVAILABLE
ARTWILL VENUS 6PIN BLACK GOLD,8302,PC,0,300,18%,435,405, SHRI HARI MARKETING ,,1,AVAILABLE
ARTWILL VENUS 6PIN COPPER R/G,8302,PC,0,300,18%,435,405, SHRI HARI MARKETING ,,1,AVAILABLE
ARTWILL VENUS 6PIN SATIN GOLD,8302,PC,0,300,18%,435,405, SHRI HARI MARKETING ,,1,AVAILABLE
ARTWILL VENUS 8PIN COPPER R/G,8302,PC,0,440,18%,638,594, SHRI HARI MARKETING ,,1,AVAILABLE
BRIGHT BR2031-300MM RGD HANDLE,8302,PC,0,2100,18%,3045,2835, SHRI HARI MARKETING ,,1,AVAILABLE
"BRIGHT BR2630 -12"" GLASS SHELF",7324,PC,0,700,18%,1015,945, SHRI HARI MARKETING ,,1,AVAILABLE
"BRIGHT BR2630 -15""GLASS SHELF",7324,PC,0,850,18%,1233,1148, SHRI HARI MARKETING ,,1,AVAILABLE
"BRIGHT BR2640 -10""GLASS CORNER",7324,PC,0,850,18%,1233,1148, SHRI HARI MARKETING ,,1,AVAILABLE
BRIGHT BR7273-300MM ANT HANDLE,8302,PC,0,1150,18%,1668,1553, SHRI HARI MARKETING ,,1,AVAILABLE
JE-102-BU JET 304SS TOWEL ROD 2FT-SQ,7324,PC,0,540,18%,783,729, SHRI HARI MARKETING ,,1,AVAILABLE
JE-104-BU JET 304SS SOAP DISH,7324,PC,0,321,18%,465,433, SHRI HARI MARKETING ,,1,AVAILABLE
JE-106-BU JET 304SS DOUBLE SOAP DISH,7324,PC,0,510,18%,739,688, SHRI HARI MARKETING ,,1,AVAILABLE
JE-107-BU JET 304SS SOAP WITH TUMBLER,7324,PC,0,570,18%,826,769, SHRI HARI MARKETING ,,1,AVAILABLE
KI-102-BU KICK 304SS TOWEL ROD 2FT-RD,8302,PC,0,485,18%,703,655, SHRI HARI MARKETING ,,1,AVAILABLE
SAH UDAYA 3*16 SS HEEL,8302,PC,0,20,18%,30,27, SRI ALUMINIUM HOUSE PRIVATE LIMITED ,,1,AVAILABLE
WICKER 16*20*8 APOLLO HETTICH,4401,PC,0,2700,18%,3915,3645, SRI SHIVANI ENTERPRISE ,,1,AVAILABLE
WICKER 24*20*6 APOLLO HETTICH 600MM,4602,PC,0,2980,18%,4321,4023, SRI SHIVANI ENTERPRISE ,,1,AVAILABLE
WICKER 24*20*8 APOLLO HETTICH 600MM,4602,PC,0,3050,18%,4423,4118, SRI SHIVANI ENTERPRISE ,,1,AVAILABLE
SUGANA 180 DEG HINGES 165-155,8302,PC,0,160,18%,232,216, SUGANA HARDWARES ,,1,AVAILABLE
SUGANA BASKET CLIP SET,8302,PC,0,28,18%,41,38, SUGANA HARDWARES ,,1,AVAILABLE
SUGANA CABLE MANAGER SGH39,8302,PC,0,9,18%,13,12, SUGANA HARDWARES ,,1,AVAILABLE
SUGANA LOCK PLATE SGH69,8302,PC,0,1,18%,2,2, SUGANA HARDWARES ,,1,AVAILABLE
SUGANA PVC SHELF SUPPORT WOOD SGH61,8302,PC,0,1,18%,1,1, SUGANA HARDWARES ,,1,AVAILABLE
SUGANA PVC SOFA LEG,3926,PC,0,14,18%,20,19, SUGANA HARDWARES ,,1,AVAILABLE
ZINNIA SPIDER 10MM SELF STRIP(5MTR),8302,PC,0,159,18%,231,215, V.G.TECHNO TRADERS ,,1,AVAILABLE
ZINNIA SPIDER 15MM SELF STRIP(5MTR),8302,PC,0,191,18%,277,258, V.G.TECHNO TRADERS ,,1,AVAILABLE
ZINNIA SPIDER 20MM SELF STRIP,8302,PC,0,223,18%,323,301, V.G.TECHNO TRADERS ,,1,AVAILABLE
ZINNIA SPIDER 25MM SELF STRIP (5MTR),8302,PC,0,255,18%,370,344, V.G.TECHNO TRADERS ,,1,AVAILABLE
ZINNIA SPIDER 30MM SELF STRIP(5MTR),8302,PC,0,271,18%,393,366, V.G.TECHNO TRADERS ,,1,AVAILABLE
ZINNIA SPIDER 50MM SELF STRIP(5MTR),8302,PC,0,391,18%,567,528, V.G.TECHNO TRADERS ,,1,AVAILABLE
"PAWAN 10"" (12MM ROUND TOWER BOLT) ANT",8302,PC,0,230,18%,334,311, VARDHAMAN ENTERPRISES ,,1,AVAILABLE
"PAWAN 10"" (12MM XYLO ANTIQ)TB-2025",8302,PC,0,240,18%,348,324, VARDHAMAN ENTERPRISES ,,1,AVAILABLE
"PAWAN 10"" (9MM XYLO) ANT TOWER BOLT",8302,PC,0,163,18%,236,220, VARDHAMAN ENTERPRISES ,,1,AVAILABLE
"PAWAN 10"" (9MM XYLO) SS TOWER BOLT",8302,PC,0,150,18%,218,203, VARDHAMAN ENTERPRISES ,,1,AVAILABLE
"PAWAN 12"" (12MM ROUND TOWER BOLT) ANT",8302,PC,0,264,18%,383,356, VARDHAMAN ENTERPRISES ,,1,AVAILABLE
